data,nr_iesire,den_tip,denumire,den_gest,cantitate,pret,valoare,tert,cod_fiscal,tva_art,tva
2026-01-28,3256,MARFA 2,E1038L FILTRU DE AER .,MARFA 2,1,24.79,24.79,CLIENT MARFA,,21,5.21
2026-01-28,3256,MARFA 2,"H13W01 FILTRU DE ULEI ,,",MARFA 2,1,15.7,15.7,CLIENT MARFA,,21,3.3
2026-01-28,3256,MARFA 2,32456F INEL ETANSARE SURUB DRENA ULEI *Î,MARFA 2,1,1.65,1.65,CLIENT MARFA,,21,0.35
2026-01-28,3256,MARFA 2,HU 716/2  X FILTRU ULEI Î,MARFA 2,1,20.66,20.66,CLIENT MARFA,,21,4.34
2026-01-28,3256,MARFA 2,"ULEI MOTOR 5W-30 TITANIUM ,CASTROL 4L>",MARFA 2,1,161.98,161.98,CLIENT MARFA,,21,34.02
2026-01-28,3256,MARFA 2,"E2905LI FILTRU DE POLEN ,#,",MARFA 2,1,21.49,21.49,CLIENT MARFA,,21,4.51
2026-01-28,3256,MARFA 2,"GE133BERU -BUJIE INCANDESCENTA:""",MARFA 2,3,29.7533,89.26,CLIENT MARFA,,21,18.74
2026-01-28,3256,MARFA 2,"AD 13005GBN ANTIGEL 1,5LL",MARFA 2,2,18.595,37.19,CLIENT MARFA,,21,7.81
2026-01-28,3256,MARFA 2,"GE133BERU BUJIE INCANDESCENTA ,BERU,",MARFA 2,1,30.58,30.58,CLIENT MARFA,,21,6.42
2026-01-28,3256,MARFA 2,"1 987 432 336 FILTRU DE POLEN,",MARFA 2,1,54.55,54.55,CLIENT MARFA,,21,11.45
2026-01-28,3256,MARFA 2,LX 823 FILTRU DE AER ..,MARFA 2,1,62.81,62.81,CLIENT MARFA,,21,13.19
2026-01-28,3256,MARFA 2,"1 457 429 185 FILTRU DE ULEI ,",MARFA 2,1,28.93,28.93,CLIENT MARFA,,21,6.07
2026-01-28,3256,MARFA 2,1987432397 FILTRIU HABITACLU CARBON],MARFA 2,1,30.58,30.58,CLIENT MARFA,,21,6.42
2026-01-28,3256,MARFA 2,"AD 10012379  ANTIGEL ROSU ,G1,1L:",MARFA 2,3,10.7433,32.23,CLIENT MARFA,,21,6.77
2026-01-28,3256,Servicii vandute,MANOPERA,MARFA 2,1,16.53,16.53,CLIENT MARFA,,21,3.47
2026-01-28,3257,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,107.44,107.44,CLIENT  I.T.P.,,21,22.56
2026-01-28,3258,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,2,99.175,198.35,CLIENT  I.T.P.,,21,41.65
2026-01-28,3259,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,3,99.1733,297.52,CLIENT  I.T.P.,,21,62.48
2026-01-28,3260,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-28,3261,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-29,7883,MARFA 2,"531042710 ROLA INTINZATOR CUREA,,",MARFA 2,1,115.7,115.7,SC DRANACOS SRL,RO8998039,21,24.3
2026-01-29,7883,MARFA 2,8200841132 FD CUREA TRANSMISIE CU SERVO O.E.,MARFA 2,1,45.45,45.45,SC DRANACOS SRL,RO8998039,21,9.55
2026-01-29,7883,Servicii vandute,MANOPERA CONFORM DEVIZ,MARFA 2,1,150.0,150.0,SC DRANACOS SRL,RO8998039,21,31.5
2026-01-29,7884,MARFA 2,"SUPORT BARA SPATE ,",MARFA 2,1,2454.55,2454.55,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,515.45
2026-01-29,7884,MARFA 2,"BARA SPATE SUPERIOARA ,",MARFA 2,1,5041.32,5041.32,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,1058.68
2026-01-29,7884,MARFA 2,BARA SPATE INFERIOARA,MARFA 2,1,4458.68,4458.68,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,936.32
2026-01-29,7884,MARFA 2,SENZOR PARCARE,MARFA 2,1,793.39,793.39,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,166.61
2026-01-29,7884,MARFA 2,SUPORT SENZOR PARCARE SPATE,MARFA 2,1,173.55,173.55,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,36.45
2026-01-29,7884,MARFA 2,LAMPA SPATE .,MARFA 2,1,3950.41,3950.41,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,829.59
2026-01-29,7884,MARFA 2,"ORNAMENT BARA SPATE STANGA ,",MARFA 2,1,1000.0,1000.0,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,210.0
2026-01-29,7884,MARFA 2,ORNAMENT BARA SPATE DREAPTA,MARFA 2,1,256.2,256.2,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,53.8
2026-01-29,7884,MARFA 2,OVERFENDER ARIPA STG.SPATE,MARFA 2,1,702.48,702.48,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,147.52
2026-01-29,7884,Servicii vandute,PRESTARI SERVICII CF.DEVIZ,MARFA 2,1,5185.95,5185.95,SC DRUCODAN TRANS IMPEX SRL,RO9587945,21,1089.05
2026-01-29,3262,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-29,7885,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,148.76,148.76,SANROTEX TRADING SRL,RO32163740,21,31.24
2026-01-29,3263,MARFA 2,31392923 -ULEI MOTOR 0W20 1L O.E.,MARFA 2,2,61.985,123.97,CLIENT MARFA,,21,26.03
2026-01-29,3263,MARFA 2,"E2998LC FILTRU ,DE POLEN ]",MARFA 2,1,33.06,33.06,CLIENT MARFA,,21,6.94
2026-01-29,3263,MARFA 2,E488L FILTRU *AER -HENG.],MARFA 2,1,28.93,28.93,CLIENT MARFA,,21,6.07
2026-01-29,3263,MARFA 2,1457429301 FILTRU DE ULEI.,MARFA 2,1,22.31,22.31,CLIENT MARFA,,21,4.69
2026-01-29,3263,MARFA 2,C 30 005 -FILTRU AER /,MARFA 2,1,57.02,57.02,CLIENT MARFA,,21,11.98
2026-01-29,3263,MARFA 2,HU 7020 Z FILTRU DE ULEI],MARFA 2,1,26.45,26.45,CLIENT MARFA,,21,5.55
2026-01-29,3263,MARFA 1,"1457429272 FILTRU ULEI,",MARFA 2,1,19.83,19.83,CLIENT MARFA,,21,4.17
2026-01-29,3263,MARFA 1,"AD 10012379 ""ANTIGEL G12 1L~",MARFA 2,2,10.745,21.49,CLIENT MARFA,,21,4.51
2026-01-29,3263,MARFA 2,"1805715 SIMERING PLANETARA O.E,CV",MARFA 2,1,86.78,86.78,CLIENT MARFA,,21,18.22
2026-01-29,3263,MARFA 2,"0510000461 ULEI MOTOR 0W20 4L,",MARFA 2,1,347.11,347.11,CLIENT MARFA,,21,72.89
2026-01-29,3263,MARFA 2,"0510000161 ULEI MOTOR 0W20 1L,,",MARFA 2,1,94.21,94.21,CLIENT MARFA,,21,19.79
2026-01-29,3263,Servicii vandute,MANOPERA,MARFA 2,1,16.53,16.53,CLIENT MARFA,,21,3.47
2026-01-29,7886,MARFA 2,"HU 719/7  FILTRU ULEI -MAN""*",MARFA 2,1,23.14,23.14,SC ELIADEN FADM SRL,48433270,21,4.86
2026-01-29,7886,MARFA 2,"F026400027 FILTRU AER -S 0027,",MARFA 2,1,70.25,70.25,SC ELIADEN FADM SRL,48433270,21,14.75
2026-01-29,7886,MARFA 2,F026402066 FILTRU DE COMBUSTIBIL,MARFA 2,1,92.56,92.56,SC ELIADEN FADM SRL,48433270,21,19.44
2026-01-29,7886,MARFA 2,1987432422 FILTRU HABITACLU POLEN>,MARFA 2,1,74.38,74.38,SC ELIADEN FADM SRL,48433270,21,15.62
2026-01-29,7886,MARFA 2,"15374F SURUB ,GOLIRE BAIA DE ULEI "":",MARFA 2,1,4.96,4.96,SC ELIADEN FADM SRL,48433270,21,1.04
2026-01-29,7886,MARFA 2,CG530LL/4 ULEI MOTOR 5W-30 4L CASTROL),MARFA 2,1,268.6,268.6,SC ELIADEN FADM SRL,48433270,21,56.4
2026-01-29,7886,Servicii vandute,MANOPERA CONFORM DEVIZ,MARFA 2,1,150.0,150.0,SC ELIADEN FADM SRL,48433270,21,31.5
2026-01-29,3264,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,2,99.175,198.35,CLIENT  I.T.P.,,21,41.65
2026-01-29,3265,MARFA 1,W 79 FILTRU DE ULEI.,MARFA 2,1,19.83,19.83,CLIENT MARFA,,21,4.17
2026-01-29,3265,MARFA 1,"532016010 ROLA GHIDARE CUREA TR,)",MARFA 2,1,28.1,28.1,CLIENT MARFA,,21,5.9
2026-01-29,3265,MARFA 1,"E638L FILTRU DE AER -HENGST,",MARFA 2,1,34.71,34.71,CLIENT MARFA,,21,7.29
2026-01-29,3265,MARFA 1,"H97W07 FILTRU DE ULEI,",MARFA 2,1,16.53,16.53,CLIENT MARFA,,21,3.47
2026-01-29,3265,MARFA 1,M8100XCLFE5W30/1 ULEI MOTOR 5W-3 1L MOTUL{,MARFA 2,4,36.3625,145.45,CLIENT MARFA,,21,30.55
2026-01-29,3265,MARFA 1,F026402075 FILTRU DE COMBUSTIBIL &,MARFA 2,1,68.6,68.6,CLIENT MARFA,,21,14.4
2026-01-29,3265,MARFA 1,E589L FILTRU DE AER ],MARFA 2,1,25.62,25.62,CLIENT MARFA,,21,5.38
2026-01-29,3265,MARFA 1,F026407023 FILTRU DE ULLEI -BOSCH],MARFA 2,1,19.01,19.01,CLIENT MARFA,,21,3.99
2026-01-29,3265,MARFA 1,FE24389 ELEMENTE FIXARE BASCULA,MARFA 2,1,14.88,14.88,CLIENT MARFA,,21,3.12
2026-01-29,3265,MARFA 1,"7PK1125-CT -CUREA TRANSMISIE CU CANELURI ,",MARFA 2,1,41.32,41.32,CLIENT MARFA,,21,8.68
2026-01-29,3265,MARFA 1,"AJU01589500 GARNITURA POMPA DE ULEI,",MARFA 2,1,12.4,12.4,CLIENT MARFA,,21,2.6
2026-01-29,3265,MARFA 1,"6DPK1697 CUREA CU CANELURI,,",MARFA 2,1,91.74,91.74,CLIENT MARFA,,21,19.26
2026-01-29,3265,MARFA 1,E3917LC FILTRU DE POLEN CARBON ],MARFA 2,1,42.15,42.15,CLIENT MARFA,,21,8.85
2026-01-29,3265,MARFA 1,"AD 10013000GRN ANTIGEL ,1,5L,",MARFA 2,2,17.355,34.71,CLIENT MARFA,,21,7.29
2026-01-29,3265,MARFA 1,1457433952 FILTRU DE AER  CABINA ],MARFA 2,1,38.84,38.84,CLIENT MARFA,,21,8.16
2026-01-29,3265,MARFA 1,"WK 9057 Z FILTRU COMBUSTIBIL -MAN,]",MARFA 2,1,72.73,72.73,CLIENT MARFA,,21,15.27
2026-01-29,3265,MARFA 1,"620326800L SET AMBREIAJ LUK,**",MARFA 2,1,350.41,350.41,CLIENT MARFA,,21,73.59
2026-01-29,3265,MARFA 1,572.260 SIMERING SUPORT DIUZA -ELRING,MARFA 2,4,4.1325,16.53,CLIENT MARFA,,21,3.47
2026-01-29,3265,MARFA 1,871025104T AMORTIZOR CAPOTA TRISCAN,MARFA 2,2,45.455,90.91,CLIENT MARFA,,21,19.09
2026-01-29,3265,Servicii vandute,MANOPERA,MARFA 2,1,16.53,16.53,CLIENT MARFA,,21,3.47
2026-01-29,3266,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-29,3267,MARFA 1,"H13W01 FILTRU DE ULEI -H,",MARFA 2,1,15.7,15.7,CLIENT MARFA,,21,3.3
2026-01-29,3267,MARFA 1,"H336WK FILTRU COMBUSTIBIL,,",MARFA 2,1,109.09,109.09,CLIENT MARFA,,21,22.91
2026-01-29,3267,MARFA 1,ULEI MOTOR TWIN  5W30 1L},MARFA 2,6,42.1483,252.89,CLIENT MARFA,,21,53.11
2026-01-29,3267,MARFA 1,E1048L FILTRU DE AER    (,MARFA 2,1,38.84,38.84,CLIENT MARFA,,21,8.16
2026-01-29,3267,MARFA 1,CG540 TD/1 ULEI MOTOR 5W40 1L],MARFA 2,1,38.02,38.02,CLIENT MARFA,,21,7.98
2026-01-29,3267,MARFA 1,"E4980LC FILTRU POLEN CARBON ACTIV,*",MARFA 2,1,67.77,67.77,CLIENT MARFA,,21,14.23
2026-01-29,3267,MARFA 1,"E1023L FILTRU DE AER """".",MARFA 2,1,37.19,37.19,CLIENT MARFA,,21,7.81
2026-01-29,3267,MARFA 1,E2975LC FILTRU DE POLEN CARBON.,MARFA 2,1,50.41,50.41,CLIENT MARFA,,21,10.59
2026-01-29,3267,MARFA 1,"2310817 SISTEM INCHIDERE METZ,",MARFA 2,1,76.86,76.86,CLIENT MARFA,,21,16.14
2026-01-29,3267,MARFA 1,EP5W30FE /1 ULEI MOTOR 5W30 1L],MARFA 2,1,32.23,32.23,CLIENT MARFA,,21,6.77
2026-01-29,3267,MARFA 1,83215B49CA2 ULEI MOTOR0W20 TWIN 1L OE,MARFA 2,2,53.72,107.44,CLIENT MARFA,,21,22.56
2026-01-29,3267,MARFA 1,"EP5W30FE/5 ULEI MOTOR ,EP5W30 5L,FULLTECH,",MARFA 2,1,144.63,144.63,CLIENT MARFA,,21,30.37
2026-01-29,3268,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,2,99.175,198.35,CLIENT  I.T.P.,,21,41.65
2026-01-30,7887,MARFA 2,2523654 SUPORT RULMENT PLANETARA DR.OE,MARFA 2,1,385.95,385.95,SC ND PHARMA SRL,RO22082443,21,81.05
2026-01-30,7887,MARFA 1,19945F LAGAR INTERMEDIAR AX CARDANIC FEBI**,MARFA 2,1,107.44,107.44,SC ND PHARMA SRL,RO22082443,21,22.56
2026-01-30,7887,MARFA 1,"1490305 SIMERING PLANETARA DIFERENTIAL,",MARFA 2,1,136.36,136.36,SC ND PHARMA SRL,RO22082443,21,28.64
2026-01-30,7887,MARFA 1,"2593461 ULEI CUTIE VITEZA 1L,",MARFA 2,1,157.02,157.02,SC ND PHARMA SRL,RO22082443,21,32.98
2026-01-30,7887,MARFA 2,455309 BRIDA RULMENT INTERMEDIAR PLANETARA  O.E.,MARFA 2,1,47.11,47.11,SC ND PHARMA SRL,RO22082443,21,9.89
2026-01-30,7887,Servicii vandute,MANOPERA CONFORM DEVIZ,MARFA 2,1,400.0,400.0,SC ND PHARMA SRL,RO22082443,21,84.0
2026-01-30,3270,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-30,3269,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-30,7888,MARFA 1,"130C16776R KIT DISTRIBUTIE O.E.,",MARFA 1,1,252.07,252.07,P.F.A.TOMOZEI D.VASILE,36145738,21,52.93
2026-01-30,7888,MARFA 1,"210101832R FD POMPA DE APA OE,",MARFA 1,1,260.33,260.33,P.F.A.TOMOZEI D.VASILE,36145738,21,54.67
2026-01-30,7888,MARFA 1,"AD 10012379 ""ANTIGEL G12 1L,,",MARFA 1,3,16.53,49.59,P.F.A.TOMOZEI D.VASILE,36145738,21,10.41
2026-01-30,7888,Servicii vandute,MANOPERA CONFORM DEVIZ,MARFA 1,1,500.0,500.0,P.F.A.TOMOZEI D.VASILE,36145738,21,105.0
2026-01-30,7889,MARFA 1,25.144.00 FILTRU DE ULEI,MARFA 1,1,55.37,55.37,DAXXTON ARK S.R.L.,RO43342058,21,11.63
2026-01-30,7889,MARFA 1,C 17 009 FILTRU DE AER<,MARFA 1,1,70.25,70.25,DAXXTON ARK S.R.L.,RO43342058,21,14.75
2026-01-30,7889,MARFA 1,1 987 432 369 FILTRU DE POLEN,MARFA 1,1,89.26,89.26,DAXXTON ARK S.R.L.,RO43342058,21,18.74
2026-01-30,7889,MARFA 1,"ULEI MOTOR 5W30 1L OE,FD",MARFA 1,6,70.2483,421.49,DAXXTON ARK S.R.L.,RO43342058,21,88.51
2026-01-30,7889,MARFA 1,"42218 01 PIVOT ,",MARFA 1,1,123.97,123.97,DAXXTON ARK S.R.L.,RO43342058,21,26.03
2026-01-30,7889,Servicii vandute,MANOPERA CONFORM DEVIZ,MARFA 1,1,350.0,350.0,DAXXTON ARK S.R.L.,RO43342058,21,73.5
2026-01-30,3271,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-30,7890,MARFA 2,"HU 719/7  FILTRU ULEI -MAN""""",MARFA 2,1,33.06,33.06,SC BRICOLAJ MARKET GROUP SRL,RO36905400,21,6.94
2026-01-30,7890,MARFA 2,"KL 914 FILTRU DE COMBUSTIBIL,",MARFA 2,1,235.54,235.54,SC BRICOLAJ MARKET GROUP SRL,RO36905400,21,49.46
2026-01-30,7890,MARFA 2,"LX 4567 FILTRU DE AER ,.",MARFA 2,1,82.64,82.64,SC BRICOLAJ MARKET GROUP SRL,RO36905400,21,17.36
2026-01-30,7890,MARFA 2,1987432397 FILTRIU HABITACLU CARBON)(,MARFA 2,1,44.63,44.63,SC BRICOLAJ MARKET GROUP SRL,RO36905400,21,9.37
2026-01-30,7890,MARFA 2,CG530L/5 ULEI 5W30 ULEI CASTROL 5L>,MARFA 2,1,352.89,352.89,SC BRICOLAJ MARKET GROUP SRL,RO36905400,21,74.11
2026-01-30,7890,Servicii vandute,MANOPERA CONFORM DEVIZ,MARFA 2,1,200.0,200.0,SC BRICOLAJ MARKET GROUP SRL,RO36905400,21,42.0
2026-01-30,3272,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-30,7891,MARFA 2,"560408054K262 ACUMULATOR VARTA 12V 60AH ,",MARFA 2,1,313.22,313.22,SC GENERAL ELITE GROUP SRL,RO43378167,21,65.78
2026-01-30,7891,MARFA 1,623356333L SET AMBREIAJ LUK,MARFA 2,1,785.12,785.12,SC GENERAL ELITE GROUP SRL,RO43378167,21,164.88
2026-01-30,7891,MARFA 1,"0986479932 DISC FRANA PERECHE -,",MARFA 2,2,149.585,299.17,SC GENERAL ELITE GROUP SRL,RO43378167,21,62.83
2026-01-30,7891,MARFA 1,0986494660 SET PLACUTE FRANA BOSCH,MARFA 2,1,122.31,122.31,SC GENERAL ELITE GROUP SRL,RO43378167,21,25.69
2026-01-30,7891,MARFA 1,803 053 AMORTIZOR SUSPENSIE MC,MARFA 2,2,154.545,309.09,SC GENERAL ELITE GROUP SRL,RO43378167,21,64.91
2026-01-30,7891,MARFA 2,PO8K0807550 -ABSORBANT SOC BARA FATA,MARFA 2,1,181.82,181.82,SC GENERAL ELITE GROUP SRL,RO43378167,21,38.18
2026-01-30,7891,MARFA 2,02580300BV SONDA LAMBDA -BOSCH,MARFA 2,1,315.7,315.7,SC GENERAL ELITE GROUP SRL,RO43378167,21,66.3
2026-01-30,7891,MARFA 2,8K0121284G DEFLECTOR RADIATOR  DREAPTA O.E.,MARFA 2,1,224.79,224.79,SC GENERAL ELITE GROUP SRL,RO43378167,21,47.21
2026-01-30,7891,MARFA 2,TOP722132 RULMENT DE PRESIUNE,MARFA 2,1,66.12,66.12,SC GENERAL ELITE GROUP SRL,RO43378167,21,13.88
2026-01-30,7891,MARFA 2,"CG530L/1 ULEI MOTOR 5W30 1L CASTROL,",MARFA 2,1,46.28,46.28,SC GENERAL ELITE GROUP SRL,RO43378167,21,9.72
2026-01-30,7891,MARFA 2,GS55545M2EUR FD ULEI MOTOR 0W-30 5L OE,MARFA 2,1,173.55,173.55,SC GENERAL ELITE GROUP SRL,RO43378167,21,36.45
2026-01-30,7891,Servicii vandute,MANOPERA,MARFA 2,1,55.37,55.37,SC GENERAL ELITE GROUP SRL,RO43378167,21,11.63
2026-01-30,3273,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,CLIENT  I.T.P.,,21,20.83
2026-01-30,7892,MARFA 2,PO8K1941122 -ELEMENT DE FIXARE FAR DR.,MARFA 2,1,90.91,90.91,SC ETNA SRL,RO982231,21,19.09
2026-01-30,7892,MARFA 2,PO8K1941122A -SUPORT FAR DREAPTA INT.,MARFA 2,1,90.91,90.91,SC ETNA SRL,RO982231,21,19.09
2026-01-30,7892,MARFA 2,PO8K0805608C -SUPORT FARA DREAPTA,MARFA 2,1,161.16,161.16,SC ETNA SRL,RO982231,21,33.84
2026-01-30,7892,MARFA 2,T4N39457 STOP O.E...,MARFA 2,1,710.74,710.74,SC ETNA SRL,RO982231,21,149.26
2026-01-30,7892,MARFA 2,RE265507408C STOP DREAPTA PE ARIPA,MARFA 2,1,287.6,287.6,SC ETNA SRL,RO982231,21,60.4
2026-01-30,7892,MARFA 2,"66340 BEC XENON,OSRAM",MARFA 2,1,185.12,185.12,SC ETNA SRL,RO982231,21,38.88
2026-01-30,7892,MARFA 2,0258017130 SONDA LAMBDA,MARFA 2,1,407.44,407.44,SC ETNA SRL,RO982231,21,85.56
2026-01-30,7892,MARFA 2,WGE315N -ALTERNATOR,MARFA 2,1,533.06,533.06,SC ETNA SRL,RO982231,21,111.94
2026-01-30,7892,MARFA 1,16-14 498 0129 CRUCE CARDANICA,MARFA 2,1,304.13,304.13,SC ETNA SRL,RO982231,21,63.87
2026-01-30,7892,MARFA 2,W164MT ARC SUSPENSIE,MARFA 2,2,52.065,104.13,SC ETNA SRL,RO982231,21,21.87
2026-01-30,7892,MARFA 2,"CGM540/4 ULEI MOTOR MGNATEC ,CASTROL 5W-40 4L.",MARFA 2,1,112.4,112.4,SC ETNA SRL,RO982231,21,23.6
2026-01-30,7892,MARFA 2,"VT590TDL/1 ULEI 75W90 VALVOLINE 1L,",MARFA 2,2,53.72,107.44,SC ETNA SRL,RO982231,21,22.56
2026-01-30,7892,Servicii vandute,MANOPERA,MARFA 2,1,66.12,66.12,SC ETNA SRL,RO982231,21,13.88
2026-01-30,7893,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,3,123.9667,371.9,SC WOBINS SRL,RO9200070,21,78.1
2026-01-30,7893,Servicii vandute,INSPECTIE TEHNICA,MARFA 2,1,99.17,99.17,SC WOBINS SRL,RO9200070,21,20.83
2026-01-30,7894,MARFA 2,233001791R ELECTROMOTOR MARCAJ O.E.,MARFA 2,1,1268.6,1268.6,SC UTIL S.P.C SRL,RO1285275,21,266.4
2026-01-30,7894,MARFA 2,"AD 10012379  ANTIGEL ROSU ,G1,1L:",MARFA 2,3,16.53,49.59,SC UTIL S.P.C SRL,RO1285275,21,10.41
2026-01-30,7894,Servicii vandute,MANOPERA CONFORM DEVIZ,MARFA 2,1,350.0,350.0,SC UTIL S.P.C SRL,RO1285275,21,73.5
